A fruitful interaction with Tamil Nadu BJP Karyakartas. Watch. https://t.co/usKt1MJJx9
"बीते चार-साढ़े चार वर्षों में जिस तरह भाजपा ने केंद्र और राज्यों में सरकारें चलाई हैं, उसने जनमानस में यह स्थापित कर दिया है कि देश को अगर नई ऊँचाई पर कोई राजनीतिक दल ले जा सकता है, तो वो भारतीय जनता पार्टी ही है। https://t.co/wZzJEI0zfB"
Addressing the @BJP4India meeting in Delhi. Watch. https://t.co/TCdqAE7XG8
"The thoughts and ideals of #SwamiVivekananda inspire and energise crores of Indians, particularly our youth. 

It is from him that we draw the motivation of building an India that is strong, vibrant, inclusive and an India that takes global leadership in several areas."
"“Arise, awake and stop not till the goal is reached.”

Remembering these powerful words, and the rich thoughts of the venerable #SwamiVivekananda on his Jayanti.

He emphasised on the ideals of service and renunciation. 

His belief in Yuva Shakti was unwavering. https://t.co/Wbx9nBlGkP"
Attended the @BJP4India National Convention in Delhi today. https://t.co/sxFIK6tR5I
"A TN BJP Karyakarta asked me about the record corruption in the Congress years, which was implicitly admitted by a former PM of their party and the honest, pro-people governance under NDA.

This is what I said to him. https://t.co/YZUTbFloDZ"
"UPA did not bother about our defence sector. 

They were always looking for deals, and so, naturally the nation suffered. https://t.co/Wvs8v94RQO"
"I consider it my privilege that I got the opportunity to work for my sisters and brothers of Tamil Nadu.

Here are some of the efforts undertaken by the Central Government. https://t.co/VxZjALYy5Z"
"Collect, verify and correct.

Know what I said about how more technology has made access to information easier but also places a great responsibility on us. https://t.co/I2U4m4nT7K"
"A BJP Karyakarta asked me about possible alliances in Tamil Nadu.

Here is what I said. https://t.co/t2Myydl63g"
"Commendable decisions taken by the GST council, which will greatly help MSMEs, traders and the services sector.

We remain committed to a simple and people-friendly GST. https://t.co/L4b4bufe1J"
Talking to BJP Karyakartas from Tamil Nadu. Watch the interaction. https://t.co/sfvUovw3bJ
"It is in the Himalayas that I learnt about oneness with nature. The mighty mountains also taught me the importance of humility.

Here is the second part of my chat with @HumansOfBombay, where I talk about an interesting phase of my life.

https://t.co/yaTXrXn7dO"
"By passing The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019, we pay tributes to the makers of our Constitution and the great freedom fighters, who envisioned an India that is strong and inclusive."
"Passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in both Houses of Parliament is a victory for social justice.

It ensures a wider canvas for our Yuva Shakti to showcase their prowess and contribute towards India’s transformation."
"Delighted the Rajya Sabha has passed The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019. 

Glad to see such widespread support for the Bill. 

The House also witnessed a vibrant debate, where several members expressed their insightful opinions."
"These pictures from Agra indicate the affection towards BJP.

The working of the Central Government and UP Government have endeared our Party to the people. 

Opportunist alliances will never be accepted by people. https://t.co/3tpNdzuZJQ"
"भ्रष्टाचार के खिलाफ साढ़े चार साल पहले आपने मुझे जो जनादेश दिया था, उस पर मैं पूरी क्षमता से खरा उतरने का प्रयास कर रहा हूं। 

इस कारण कैसे इस चौकीदार के खिलाफ कुछ लोग इकट्ठा होना शुरू हो गए हैं। https://t.co/SpkAM1XOwt"
"वर्षों से आगरा के लोगों की एक मांग थी, जिसे हमारी सरकार को पूरा करने का सौभाग्य मिला है। 

जानिए, मैं किस मांग की बात कर रहा हूं। https://t.co/8fVZcGNEqm"
"We are not only cleaning our villages and cities but also the corridors of power from the dirt of corruption and middlemen. No wonder, those who think it’s their divine right to rule dislike me vehemently. 

I will continue to clean the system and ensure transparency. https://t.co/iX8Qn0hcMR"
"Those who remained in power for several decades never accorded priority to ensuring housing for all. 

On the contrary, their lack of concern forced people to be homeless. 

The last 4 years witnessed record construction of houses, guided by a people-centric approach. https://t.co/vhAjQAnAD9"
Sharing some pictures from the massive gathering in Solapur. https://t.co/kx6PCbG4BM
"More sports, better health and a fitter nation! 

#5MinuteAur is a great effort that will further fitness levels across India. 

It’s also wonderful to see noted athletes talk about their own experiences vis-à-vis spending more time on the field. @kheloindia"
"My best wishes to all young friends taking part in the Khelo India Youth Games, which are beginning in Pune today. 

May this tournament showcase the best sporting talent and give our youth a platform to fulfil their sporting dreams. @kheloindia"
Furthering ‘Ease of Living’ for people of Agra through development works.   Watch my speech. https://t.co/1YJaIvDjXQ
Hello Solapur!   Glad to be in this wonderful city. Addressing a public meeting. Watch. https://t.co/ZBo0n8suQ4
"We are resolutely committed to the principle of ‘Sabka Saath, Sabka Vikas.’ 

It is our endeavour to ensure that every poor person, irrespective of caste or creed gets to lead a life of dignity, and gets access to all possible opportunities."
"I thank MPs from all the parties who supported The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha. 

I also appreciate those MP colleagues who enriched today’s debate with their views."
"The passage of The Constitution (One Hundred And Twenty-Fourth Amendment) Bill, 2019 in the Lok Sabha is a landmark moment in our nation’s history. 

It sets into motion the process to achieve an effective measure that ensures justice for all sections of society."
"Attended the Inaugural Session of #Raisina2019, addressed by PM @erna_solberg. 

She shared insightful views on several subjects. @raisinadialogue https://t.co/yuYygW4Nv0"
"In Agra, the foundation stones for the following projects will be laid:

Integrated Command and Control Centre for Agra Smart City. 

Upgradation of SN Medical College, Agra. 

Various other development projects."
"Tomorrow, I look forward to being among the people of Agra. The Gangajal Project pertaining to water supply will be inaugurated. It will improve the water supply, benefiting Agra residents and tourists. Projects relating to health, sanitation, education will also be inaugurated."
"My discussions with PM @erna_solberg revolved around fulfilling Sustainable Development Goals, boost economic times, aspects of the ocean economy and deepening cultural ties. India and Norway look forward to cooperating on a wide range of issues, for the benefit of our citizens. https://t.co/UXOiYWjwod"
"During my recent visit to Mumbai, I sat down with the team of @HumansOfBombay and interacted with them about aspects of my life. 

Here is the first of the five part series. 

https://t.co/EBfaRZJIXD"
The development projects will improve connectivity in Solapur and surrounding areas. The housing project will particularly help Beedi and textile workers. Sanitation and sewerage facilities will also improve. We are committed to furthering ‘Ease of Living’ for our citizens.
"The foundation stones of the following works will also be laid in Solapur:

Underground Sewerage System under AMRUT Mission.
Improvement in Water Supply and Sewerage System.
Augmentation of Drinking Water Supply from Ujani Dam to Solapur City.
These will greatly benefit citizens."
"I look forward to visiting Solapur tomorrow in connection with following development works:
Dedication of four-laning of Solapur-Osmanabad section of NH-211. 
Foundation Stone of 30,000 houses under PMAY. 
 Launch of underground Sewerage System, and three Sewage Treatment Plants."
"Looking good, @ianuragthakur! https://t.co/mT28nAvH8d"
"Dear Hrithik, praying for the good health of Shri Rakesh Roshan Ji. He is a fighter and I am sure he will face this challenge with utmost courage. @RakeshRoshan_N https://t.co/Z0IaYSS4A4"
Addressing the press with PM @erna_solberg. We had fruitful talks on strengthening India-Norway ties. https://t.co/gdnzktTOWr
"A historic cricketing accomplishment in Australia! 

Congratulations to the Indian Cricket Team for the hard-fought and richly deserved series victory. 

The series witnessed some memorable performances and solid teamwork. 

Best wishes for the various games ahead."
"Never underestimate a BJP Karyakarta. 

Our party is guided by the motive of serving Bharat Mata. 

We are not here for power. We aren’t here to perpetuate family rule or build a fortune. 

Our Karyakartas are our family. They are our fortune. https://t.co/6mWhvvFu7z"
"BJP Karyakartas across AP were asking me about the interface between political parties and the media. 

Here’s what I said. I urge friends in the media hear it as well. 

I also recalled a memory from 2001 when I was working in the Party organisation. https://t.co/fdJUuBQf8N"
"People across AP are realising the lies of TDP and the state government. 

The CM has betrayed the great NTR twice. 

Telugu pride is about working for the people diligently, not focusing on son-rise and corruption. https://t.co/PitGrCiV6y"
Best wishes to Himachal Pradesh CM Shri Jairam Thakur. He has been working hard to develop Himachal Pradesh and empower the poor. I pray for his long and healthy life. @jairamthakurbjp
Addressing the hardworking Andhra Pradesh BJP Karyakartas. Watch. https://t.co/SdKnhmoU22
"Thank you Baripada for the great welcome. 

Here are pictures from the rally. https://t.co/f6GB2GM8ZL"
Ayushman Bharat has revolutionised our health sector and is being widely praised all over. It has enabled a healthier life for the poor and downtrodden. I once again appeal to the Odisha Government to be a part of this scheme. They should forget politics and think of the poor.
Quickening Odisha’s growth. https://t.co/QKLTOYY7DY
Talked at length about Mission Indradhanush and how it manifests a new approach towards women and child welfare. https://t.co/cHKLfDm86X
"The great Odia culture always gives topmost importance to women empowerment. 

However, the current Government in Odisha has not worked hard for the welfare of the state’s Nari Shakti. https://t.co/miirjdgpFe"
"From Baripada in Odisha, here is how we paid tributes to the phenomenal men and women who fought valiantly for India’s freedom. https://t.co/vYCWdkYZ9n"
"हमारे लिए किसान अन्नदाता हैं, उनके लिए वोटबैंक।

जब किसानों को कोई सिर्फ वोटबैंक समझता है तब वो आधी-अधूरी कर्जमाफी से आगे नहीं सोच पाता।

हम यह सुनिश्चित करना चाहते हैं कि किसानों के ऊपर आर्थिक बोझ न रहे। उन्हें सिंचाई और तकनीक की बेहतर सुविधा मिले, जिससे उनकी आय दोगुनी हो। https://t.co/4vG7ikbUqT"
"जब सरकार बिना भ्रष्टाचार के साफ नीयत से काम करती है तो परिणाम दिखता है।

एक सिंचाई परियोजना जिसे दशकों पहले पूरा हो जाना चाहिए था, उसे कांग्रेस की सरकारों ने लगातार लटकाए रखा। 

हमने किसानों के कल्याण के लिए बड़ी सिंचाई परियोजनाओं को पुनर्जीवित किया है। https://t.co/MW7slZqCXl"
"We have transformed the housing sector. More houses are being built with better facilities, allocated without favouritism and aimed at women empowerment. 

Congress built few houses, allowed middlemen to make merry and named schemes after members of one family! https://t.co/bKdYGKrymN"
Odisha supports BJP’s development agenda. Speaking at a huge rally in Baripada. Watch. https://t.co/70ixYEncUD
"Enhancing Jharkhand’s progress, reviving key projects. Addressing a public meeting in Palamu, Jharkhand. https://t.co/AP05rqtqZ3"
"हमारे वरिष्ठ नेता, प्रखर विद्वान और पार्टी संगठन की मजबूती में अहम भूमिका निभाने वाले आदरणीय मुरली मनोहर जोशी जी को उनके जन्मदिन की बहुत-बहुत शुभकामनाएं। मैं उनके अच्छे स्वास्थ्य और लंबी आयु की कामना करता हूं।"
"অবিস্মৰণীয় আদৰণিৰ বাবে মই সমগ্ৰ অসমবাসী ভাই-ভনীলৈ ধন্যবাদ জনাইছো । শিলচৰৰ এই আলোকচিত্ৰ সমূহে উৎসাহ-উদ্দীপনাৰ গভীৰতাক প্ৰতিফলিত কৰিছে। 

I thank my sisters and brothers of Assam for the memorable welcome. 

These pictures from Silchar indicate the level of enthusiasm. https://t.co/maFm0Ky7wI"
"A few days ago, we took a historic decision for the people of Assam. 

This will go a long way in preserving the unique culture of Assam. https://t.co/4RE9vRJ5PL"
The Citizenship Amendment Bill of 2016 is a sincere attempt to remove the injustices done in the past. https://t.co/Pr2RE9O6Rb
My categorical assurance to my sisters and brothers of Assam regarding the NRC. https://t.co/KFWWQurYKY
"In Imphal, paid tributes to the rich history and culture of Manipur including the bravery of people from this land in the freedom struggle. 

Also talked about efforts to create better sporting infrastructure for the state’s youth. https://t.co/IN11aEzbYT https://t.co/ayeXL3Hycp"
"A paradigm shift in the way projects are initiated and completed. 

Happy to share that work on several projects, including the FCI Food Storage Godown at Sawombung started after 2014 and they have been completed.

 This ensures fast paced development. https://t.co/r1VqdEZ189"
"The Integrated Check Post at Moreh, which has been inaugurated today will offer a wide range of facilities to the people.

The Dolaithabi Barrage project was conceived in 1987 but work began at full pace only after 2014 and it was inaugurated today. https://t.co/he4U9ayO2d"
"When it comes to the development of the Northeast, our Government has left no stone unturned. 

The contrast with previous Congress Governments, and the result of our efforts are for everyone to see. https://t.co/jsqbgyx8qc"
"Defence Minister @nsitharaman's speech in the Parliament demolishes the campaign of calumny on Rafale. Must watch!

https://t.co/xDoz68QfRU

https://t.co/LHokukTx9r"
"Shri @arunjaitley's intervention on Jammu &amp; Kashmir is incisive and informative. Do watch!
https://t.co/pPXV4yewX9"
Happy to be among the people of Assam. Watch my speech at Silchar. https://t.co/QQGuOz6Eh0
A boost to Manipur's growth.   Inaugurating key development projects in Imphal. Watch. https://t.co/jek1hQYoKr
"Excellent! 

Congratulations to @sinha_arunima for scaling new heights of success. 

She is the pride of India, who has distinguished herself through her hardwork and perseverance. 

Wishing her the very best for her future endeavours. https://t.co/Fi8GTQ1QVn"
"During the Cabinet meeting yesterday, a landmark decision was taken that benefits the MSME sector. 

Know more... https://t.co/mBuaVkh0QJ"
"Our approach to GST has always been people friendly. 

We have always sought feedback from various stakeholders and have acted on that feedback too.

In the coming times too, this approach will remain the same. 

We are making GST as simple as possible. https://t.co/KWq7MuKm1b"
"ਐਨਡੀਏ ਸਰਕਾਰ ਨੇ ਹਮੇਸ਼ਾ ਕਿਸਾਨਾਂ ਦੇ ਹੱਕਾਂ ਬਾਰੇ ਸੋਚਿਆ ਹੈ ਤੇ ਉਹਨਾਂ ਦੇ ਵਿਕਾਸ ਲਈ ਕਈ ਠੋਸ ਕਦਮ ਚੁੱਕੇ ਹਨ ਜਦਕਿ ਕਾਂਗਰਸ ਦਹਾਕਿਆਂ ਤੋਂ ਕਿਸਾਨਾਂ ਨੂੰ ਬਰਬਾਦ ਕਰਦੀ ਆਈ ਹੈ ਤੇ ਹਮੇੇਸ਼ਾ ਕਿਸਾਨਾਂ ਨੂੰ ਕਰਜ਼ੇ ਤੇ ਗਰੀਬੀ ਵੱਲ ਹੀ ਧੱਕਿਆ ਹੈ। ਐਨਡੀਏ ਸਰਕਾਰ ਕਿਸਾਨਾਂ ਲਈ ਸੀ, ਹੈ ਤੇ ਹਮੇਸ਼ਾ ਰਹੇਗੀ। https://t.co/CKMiB5H4yT"
"Rewards, Congres style!

If one is associated with the 1984 anti-Sikh massacre, one gets to become MP, CM thanks to Congress.

Instead of focussing on public welfare, their interest lies more in ensuring people do not sing Vande Mataram.

Very sad... https://t.co/NNOlJqmDc9"
"With the blessings of the people and the earnest desire to ensure more pilgrims can pray to Sri Guru Nanak Dev Ji, the NDA government has worked on the Kartarpur corridor. 

We want to build an India that is inspired by the values of Sri Guru Nanak Dev Ji. https://t.co/hXX6cqG5oi"
"ਗੁਰਦਾਸਪੁਰ ਤੇ ਸਮੂਹ ਪੰਜਾਬ ਵਾਸੀਆਂ ਦਾ ਇੰਨੇ ਪਿਆਰ ਤੇ ਸਤਿਕਾਰ ਦਾ ਬਹੁਤ-ਬਹੁਤ ਧੰਨਵਾਦ। ਅੱਜ ਗੁਰਦਾਸਪੁਰ ਰੈਲੀ ਦੀਆਂ ਕੁੱਝ ਤਸਵੀਰਾਂ ਸਾਂਝੀਆਂ ਕਰ ਰਿਹਾ। ਇੰਨੀ ਠੰਡ ਦੇ ਬਾਵਜੂਦ ਗੁਰਦਾਸਪੁਰ ਪਹੁੰਚੇ ਹਰ ਇੱਕ ਪੰਜਾਬੀ ਦਾ ਮੈਂ ਸ਼ੁਕਰਗੁਜ਼ਾਰ ਹਾਂ।

@BJP4Punjab @Akali_Dal_ https://t.co/qboI2PUDHV"
"2018 was a great year for Indian science. 

Our nation achieved a lot and we must do a lot more in the years to come so that science continues to enhance India’s progress. https://t.co/unqxdhoT1c"
"Beloved Shastri Ji gave us the slogan- Jai Jawan, Jai Kisan.

20 years ago, the great Atal Ji added Jai Vigyan.

Today, the need of the our is to add Anusandhan (research) to it.

Jai Jawan, Jai Kisan, Jai Vigyan, Jai Anusandhan. https://t.co/jpPwS7Yyjz"
"India’s history in science, technology and innovation will make every Indian proud.

A century ago, with minimum resources and maximum struggles our scientists did extraordinary things. https://t.co/b0lM1trrDJ"
Here are some pictures from the 106th Indian Science Congress. https://t.co/la1Y0BO7jC
Great euphoria at the huge rally in Gurdaspur. Here is my speech. https://t.co/ScGYpvLNCa
Speaking on ‘Future India: Science and Technology’ at the 106th Indian Science Congress. Watch. https://t.co/AVFfXT18xd
"Our party is blessed to have the support of such hard-working volunteers.
My best wishes to everyone. Happy volunteering :)
https://t.co/Vo5PaLEWzK"
"The Ujjwala Yojana continues to transform lives, emerging as an agent of change for the poor. Delighted that the number of beneficiaries has crossed 6 crore. 

Congratulations to the beneficiaries. The Yojana is ensuring women empowerment and better health in our society."
"A very emotional moment from today’s interaction with @BJP4Andhra Karyakartas…

We were honoured that Shri P V Chalapathi Rao Garu joined the interaction. 

The wisdom and hardwork of Karyakartas like him have no parallel. They are the strength of the BJP! https://t.co/A58ubqxdwi"
"Karyakartas told me how NTR Garu referred to Congress as 'Dushta Congress' but for TDP today, it is 'Dost Congress.’

People know the reality of TDP and Congress. 

Based on our work in the last 4.5 years, I can confidently say that it is BJP that will fulfil AP’s aspirations. https://t.co/5ocqnYglFk"
"To hide their own failures, the TDP Government in AP is spreading so many lies.

BJP’s truth will defeat the Tsunami of TDP’s lies.

It is high time the AP Government answer the people of the state on their own misdoings. https://t.co/iPIKr9r2v6"
"Several members of the Telugu community have prospered overseas.

Thus, it was natural for a Karyakarta from Andhra Pradesh to ask about the foreign policy of India and express joy about India’s rising stature at the world stage. https://t.co/qCOm9Lhtqd"
"Caring for every Indian, providing national, financial and healthcare security to our citizens.

Know what I told a Karyakarta from Machilipatnam on the unique work culture of the NDA Government. https://t.co/GSFftxWm6K"
"The 2019 polls are special because those born in the 21st century will also vote.

Requested first time voters to bless @BJP4India and talked about why the BJP’s development agenda strikes a chord with people from all sections of society. https://t.co/M1oY1tLs1H"
Having a wonderful interaction with the hardworking @BJP4Andhra Karyakartas. Watch. https://t.co/ewvSpYPVH3
"Looking forward to interacting with @BJP4Andhra Karyakartas at 4 PM. 

Do watch. https://t.co/za4awJbl2Q"
"In case you missed it, here is my interview with @ANI. Have spoken about a wide range of issues. Watch! https://t.co/lpmtWiObFk"
"Kader Khan Ji brightened the screen with his stupendous acting skills and lightened it thanks to his unique sense of humour. 

He was also a prolific screenwriter, associated with many memorable films. 

Saddened by his demise. Condolences to his family and admirers."
Best wishes to Manipur’s dynamic CM Shri @NBirenSingh Ji on his birthday. He is working tirelessly for the development of the state. I pray for his long and healthy life.
"Wishing everyone a joyous 2019!

May everyone be happy and healthy. I pray that all your wishes are fulfilled in 2019."
"Had a good interaction with the newly elected Mayors from Haryana.

Congratulated them and conveyed my best wishes as they begin their work in fulfilling the aspirations of the people of their respective cities. @BJP4Haryana https://t.co/23Bbve1Jb4"
"Excellent effort! 

Proud of our Party Karyakartas who are working tirelessly. https://t.co/ZkJRTOihjN"
Happy to know! My best wishes to you. https://t.co/YNqMar75GE
"Yes I agree. 

I urge more people to visit Prayagraj and take part in the Kumbh. https://t.co/EbpYuXWD20"
"When Jabalpur has passionate citizens like you, no force can prevent this city from being Swachh. https://t.co/uuOe01PK8z"
"Thank you. 

This is a mark of respect for the brave Netaji Subhas Chandra Bose and all that he did for our nation. https://t.co/Klt4nRGUlX"
"Met Gujarat Cabinet Minister Shri Kunvarjibhai Bavaliya. 

Congratulated him on his win in the Jasdan by-poll and conveyed my best wishes in his endeavours towards serving the people of Gujarat and further strengthening @BJP4Gujarat. https://t.co/QW0VpPgVlK"
Reiterated India's continued commitment to work together for the development of Bangladesh and further strengthening of our bilateral relations.
"Spoke to Sheikh Hasina Ji and congratulated her on the resounding victory in the Bangladesh elections. 

Wished her the very best for the tenure ahead."
RT @BJP4India: Thank you 2018 for making us happy and proud. https://t.co/LTxDlNSHyD
These pictures show the high level of enthusiasm at the public meeting in Port Blair. https://t.co/N4QJ0QVyYb
"An initiative that will boost industrial growth in Andaman and Nicobar islands, as well as Lakshadweep. https://t.co/7e4ckCcv4H"
"It is important for us as a nation to be proud of our rich history and those who toiled for our freedom.

The response of the people of Andaman and Nicobar islands to a decision taken by the Government must be seen to be believed! https://t.co/HIWlryX7oe"
"Today, the people of Andaman and Nicobar islands got many development projects. The progress of these islands is our priority. 

I do not agree with any differentiation between mainland and island…Andaman and Nicobar is as mainland as any other part of India."
"75 years ago, on this day, in the city of Port Blair, Netaji Subhas Chandra Bose addressed a large gathering.

Today, we paid tributes to Netaji in a unique way. Watch. https://t.co/aESwPwopSo"
"In 1943 Netaji Bose unfurled the Tricolour in Andaman and Nicobar islands.

Today in Port Blair, I had the honour of unfurling the Tricolour to mark the 75th anniversary of Subhas Babu's brave feat. We also reiterate our commitment to creating an India Subhas Babu dreamt of. https://t.co/4DQk6prFmp"
Among those imprisoned at Cellular Jail was the great Veer Savarkar. I visited the cell where the indomitable Veer Savarkar was lodged. Rigorous imprisonment did not dampen Veer Savarkar’s spirits and he continued to speak and write about a free India from jail too. https://t.co/dbsyzuVUjA
"Cellular Jail...this is where colonial rulers sent several nationalists and freedom fighters who fiercely resisted imperialism. 

Today, I had the privilege of visiting the Cellular Jail and paying homage to those greats who toiled for us and our freedom. https://t.co/ofPCLmxjs3"
There is immense fervour at the public meeting in Port Blair. Watch my speech live. https://t.co/kiIQbE9D3N
Paid homage to those who lost their lives in the unfortunate 2004 Tsunami at the Tsunami Memorial in Car Nicobar. https://t.co/VQMCSlxTYs
"Have a look at the vibrancy in Car Nicobar. These are some pictures from the public meeting, where I got the opportunity to interact with citizens from all walks of life. https://t.co/BKM7Z4XIj7"
"Central Government’s efforts such as Sagarmala will have an extremely positive impact on the Andaman and Nicobar Islands. At the same time, we are working towards a Trans-shipment Port that will boost economic prospects. Connectivity will also be enhanced. https://t.co/NBdcPs0Ykq"
Happy to announce important decisions relating to agriculture and fisheries. These will help protect local culture of the Andaman and Nicobar islands as well as increase livelihood opportunities. https://t.co/1LcPF8HDWt
"Giving wings to the aspirations of our Yuva Shakti. 
 
The upcoming ITI will greatly benefit youngsters.
 
The Government is building vital sporting infrastructure, which will further popularize sports in the UT and boost fitness levels. https://t.co/JzBy1qaJKU"
"Today in Car Nicobar, we inaugurated and laid the foundation stones for several development works.
 
These are projects relating to education, healthcare, skill development, transportation, energy and sports. 
 
Congratulations to the citizens! https://t.co/SXKuK2HaCg"
"Our country is grateful to Shri Mrinal Sen for giving us some of the most memorable films. 

The dexterity and sensitivity with which he made films is noteworthy. His rich work is admired across generations. 

Saddened by his demise. My thoughts are with his family and admirers."
"Appreciated the role of websites like https://t.co/lgHCcyip4Y, https://t.co/UFhl1cXZmm, https://t.co/913MHHty6W in inspiring positivity in society. I urge you to share such efforts that you know of, and further positivity."
"Remembering Mahatma Gandhi and Madiba!

As we mark the 150th Jayanti of Bapu and the birth centenary of Madiba, we recall their ideals and reiterate our commitment to create a just and compassionate society. https://t.co/nED2U1EduB"
"Spoke about a unique award named after Sardar Patel, that will further the spirit of unity and integration. #MannKiBaat https://t.co/dTBkEOAbgU"
"In January 2019, the holy city of Prayagraj will host the Kumbh Mela. This is an important event, one with deep historical roots and an occasion for self-discovery. 

Do visit Prayagraj for the Kumbh and do share your photos on social media. #MannKiBaat https://t.co/fzD65B9Xva"
Our festivals are occasions of celebrating togetherness. They also illustrate a deep connect with Mother Nature. https://t.co/aI6QzonL4A
"Happy to be connecting once again, thanks to #MannKiBaat. Tune in. https://t.co/2kJdT6On0S"
I thank the people of Tripura for their massive support to BJP in the civic polls. Gladdening to see the hard-work and efforts of karyakartas of @BJP4Tripura. This will give a further boost to the development of Tripura.
"बाबा विश्वनाथ की असीम कृपा हम सभी पर रही है।

हमारा प्रयास है कि काशी की आत्मा से छेड़छाड़ किए बिना, हमारा ये चिर-पुरातन शहर नई काया के साथ दुनिया के सामने आए। https://t.co/Tl0ftiV8Np"
Our Digital India initiative has brought convenience in the lives of crores of Indians and has also helped eliminate corruption. https://t.co/uzKY0ydzkC
"‘One District, One Product’ is a commendable initiative of the Uttar Pradesh Government, which will safeguard the well-being of all those associated with MSMEs, especially weaving and handicrafts. https://t.co/16mXZx2pkO"
"काशी में होना ही अपने आप में विशेष अनुभूति देता है। यहां के लोगों से मिले प्यार से मैं अभिभूत हूं। 

यहां विकास के कई कार्यों का लोकार्पण किया, जो काशी के लोगों के जीवन को और आसान बनाएगा। https://t.co/ZzEpGT1gRG"
"It is a matter of pride for Kashi that this great city is now home to the International Rice Research Institute South Asia Regional Centre. This Centre harnesses the power of technology and innovation for the benefit of our farmers.

Glimpses from the inauguration today. https://t.co/7sSZTLrfSH"
Boosting the development of Kashi and UP. Addressing a programme in Varanasi. https://t.co/fRMowuDHqg
"The moment Governments changed in MP and Rajasthan, urea shortages began and so have Lathis on farmers. 

In Karnataka, farmers are suffering.

On what basis is Congress talking about farmer welfare? 

The NDA govt. is taking many steps for a robust agriculture sector. https://t.co/RCMgJ31M50"
"गाजीपुर में बन रहा मेडिकल कॉलेज, पूर्वांचल को हेल्थकेयर हब बनाने की दिशा में एक बड़ा प्रयास है।

हमारी कोशिश है कि पूर्वांचल के हमारे भाई-बहनों को उसी क्षेत्र में गुणवत्तापूर्ण और सस्ते से सस्ता उपचार मिले। https://t.co/Z4K8DwlCfR"
"आज गाजीपुर में महाराजा सुहेलदेव के सम्मान में डाक टिकट जारी करने का सौभाग्य मिला।

पीढ़ी दर पीढ़ी हम महाराजा सुहेलदेव के साहस और उनके दयालु स्वभाव को याद करते आ रहे हैं। उनका पूरा जीवन लोककल्याण को समर्पित रहा। विशेषकर गरीब से गरीब लोगों का उन्होंने सबसे अधिक ध्यान रखा। https://t.co/SyH6CdT0zK"
"Wonderful to be in Ghazipur, Uttar Pradesh. Watch my speech at the public meeting. https://t.co/kpjQPQW2Em"
"India is delighted to welcome @PMBhutan Dr. Lotay Tshering. We had fruitful talks, focused on deepening cooperation in hydropower, space technology, economy and several other areas. Strong ties between our nations greatly benefit our citizens. https://t.co/oNbDtuFbR4"
Harnessing the demographic dividend and empowering our Yuva Shakti. https://t.co/DwkGAxYawn
